arm,arm_label,seed,env,task_id,status,success,gt_steps,executed_steps,exec_over_gt,wall_clock_s,total_llm_calls,oracle_calls,repair_calls,executor_calls,judge_calls,prompt_tokens,completion_tokens,total_tokens,llm_latency_s,verify_mode,z3_checks,z3_unsat_events,shadow_unsat_events,repair_mode,repair_attempts,repair_successes,escalations,cdcl_enabled,clauses_learned,outer_iters,oracle_plans,termination_reason,deadlocked,validator_rejections,forbidden_rejections,hard_bans,goal,git_sha,model,temperature,timestamp
folbp,"FOLBP (full, ours)",0,env2,11,completed,True,12,12,1.0,12.386,1,1,0,0,0,6037,355,6392,12.234,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:11:54+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,11,completed,True,12,12,1.0,32.156,2,1,1,0,0,12128,830,12958,31.978,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:18+0530
folbp-naive,naive one-shot,0,env2,11,completed,True,12,12,1.0,10.675,1,1,0,0,0,6037,350,6387,10.633,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:24+0530
folbp-no-cdcl,- CDCL,0,env2,11,completed,True,12,12,1.0,11.26,1,1,0,0,0,6037,350,6387,11.136,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:10+0530
folbp-prompt-only,- verification,0,env2,11,completed,True,12,12,1.0,28.048,2,2,0,0,0,12034,528,12562,28.012,none,0,0,0,none,0,0,0,False,0,2,2,,,,,,['Put the <chocolate bar>(35) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:11+0530
pefa,PEFA (baseline),0,env2,11,completed,True,12,12,1.0,221.389,60,24,0,24,12,165087,4879,169966,221.309,,,,,,,,,,,,,,,,,,['Put the <chocolate bar>(35) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:15:57+0530
folbp,"FOLBP (full, ours)",0,env2,12,completed,True,12,12,1.0,13.076,1,1,0,0,0,6371,346,6717,12.96,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <banana>(11) and <coin>(43) inside the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:34+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,12,completed,True,12,12,1.0,14.284,1,1,0,0,0,6371,346,6717,14.224,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <banana>(11) and <coin>(43) inside the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:52+0530
folbp-naive,naive one-shot,0,env2,12,completed,True,12,12,1.0,13.279,1,1,0,0,0,6371,346,6717,13.064,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <banana>(11) and <coin>(43) inside the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:13:09+0530
folbp-no-cdcl,- CDCL,0,env2,12,completed,True,12,12,1.0,13.77,1,1,0,0,0,6371,346,6717,13.624,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <banana>(11) and <coin>(43) inside the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:56+0530
folbp-prompt-only,- verification,0,env2,12,completed,True,12,12,1.0,12.394,1,1,0,0,0,6371,346,6717,12.375,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <banana>(11) and <coin>(43) inside the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:12:40+0530
pefa,PEFA (baseline),0,env2,12,completed,True,12,12,1.0,197.362,60,24,0,24,12,168194,5451,173645,197.195,,,,,,,,,,,,,,,,,,['Put the <banana>(11) and <coin>(43) inside the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:16:15+0530
folbp,"FOLBP (full, ours)",0,env2,13,completed,True,16,16,1.0,24.1,1,1,0,0,0,6367,473,6840,23.991,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <box of candy>(31) into the <shopping basket>(30) and put the <receipt>(37) into the <display bin>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:13:23+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,13,completed,True,16,16,1.0,27.918,2,1,1,0,0,12935,1085,14020,27.85,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <box of candy>(31) into the <shopping basket>(30) and put the <receipt>(37) into the <display bin>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:13:54+0530
folbp-naive,naive one-shot,0,env2,13,completed,True,16,16,1.0,15.029,1,1,0,0,0,6367,468,6835,14.985,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <box of candy>(31) into the <shopping basket>(30) and put the <receipt>(37) into the <display bin>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:14:06+0530
folbp-no-cdcl,- CDCL,0,env2,13,completed,True,16,16,1.0,14.279,1,1,0,0,0,6367,468,6835,14.218,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <box of candy>(31) into the <shopping basket>(30) and put the <receipt>(37) into the <display bin>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:13:49+0530
folbp-prompt-only,- verification,0,env2,13,completed,True,16,16,1.0,16.399,1,1,0,0,0,6367,469,6836,16.373,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <box of candy>(31) into the <shopping basket>(30) and put the <receipt>(37) into the <display bin>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:13:31+0530
pefa,PEFA (baseline),0,env2,13,completed,True,16,16,1.0,417.322,80,32,0,32,16,226778,6465,233243,417.23,,,,,,,,,,,,,,,,,,['Put the <box of candy>(31) into the <shopping basket>(30) and put the <receipt>(37) into the <display bin>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:20:54+0530
folbp,"FOLBP (full, ours)",0,env2,14,completed,True,12,12,1.0,12.395,1,1,0,0,0,6333,351,6684,12.335,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <paper money>(25) into the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:14:15+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,14,completed,True,12,12,1.0,22.47,1,1,0,0,0,6333,356,6689,22.421,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <paper money>(25) into the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:14:40+0530
folbp-naive,naive one-shot,0,env2,14,completed,True,12,12,1.0,14.619,1,1,0,0,0,6333,351,6684,14.591,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <paper money>(25) into the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:14:58+0530
folbp-no-cdcl,- CDCL,0,env2,14,completed,True,12,12,1.0,17.029,1,1,0,0,0,6333,351,6684,16.986,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <paper money>(25) into the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:14:47+0530
folbp-prompt-only,- verification,0,env2,14,completed,True,12,12,1.0,18.372,1,1,0,0,0,6333,351,6684,18.355,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <paper money>(25) into the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:14:28+0530
pefa,PEFA (baseline),0,env2,14,completed,True,12,12,1.0,191.756,60,24,0,24,12,167968,4261,172229,190.059,,,,,,,,,,,,,,,,,,['Put the <paper money>(25) into the <shopping basket>(30).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:17:58+0530
folbp,"FOLBP (full, ours)",0,env2,15,completed,True,15,15,1.0,13.186,1,1,0,0,0,6384,449,6833,13.128,z3,3,2,0,symbolic,2,1,0,True,0,1,1,,,,,,['Put the <apple>(9) on the <pedestal table>(6) and put the <bottle of apple juice>(16) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:15:03+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,15,completed,True,15,21,1.4,45.571,3,1,2,0,0,19947,2249,22196,45.426,z3,3,2,0,llm,2,1,0,True,0,1,1,,,,,,['Put the <apple>(9) on the <pedestal table>(6) and put the <bottle of apple juice>(16) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:15:50+0530
folbp-naive,naive one-shot,0,env2,15,completed,True,15,21,1.4,21.194,1,1,0,0,0,6384,615,6999,20.972,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <apple>(9) on the <pedestal table>(6) and put the <bottle of apple juice>(16) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:15:56+0530
folbp-no-cdcl,- CDCL,0,env2,15,completed,True,15,21,1.4,17.577,1,1,0,0,0,6384,613,6997,17.5,z3,3,2,0,symbolic,2,1,0,False,0,1,1,,,,,,['Put the <apple>(9) on the <pedestal table>(6) and put the <bottle of apple juice>(16) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:15:31+0530
folbp-prompt-only,- verification,0,env2,15,completed,True,15,21,1.4,10.957,1,1,0,0,0,6384,613,6997,10.921,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <apple>(9) on the <pedestal table>(6) and put the <bottle of apple juice>(16) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:15:11+0530
pefa,PEFA (baseline),0,env2,15,completed,True,15,15,1.0,415.268,75,30,0,30,15,217092,5876,222968,415.179,,,,,,,,,,,,,,,,,,['Put the <apple>(9) on the <pedestal table>(6) and put the <bottle of apple juice>(16) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:22:53+0530
folbp,"FOLBP (full, ours)",0,env2,16,completed,True,13,13,1.0,14.906,1,1,0,0,0,6151,381,6532,14.772,z3,3,2,0,symbolic,2,1,0,True,0,1,1,,,,,,['Put the <apple>(44) into the <display bin>(2) and put the <pack of bread>(27) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:16:17+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,16,completed,True,13,13,1.0,34.718,3,1,2,0,0,18674,1528,20202,34.661,z3,3,2,0,llm,2,1,0,True,0,1,1,,,,,,['Put the <apple>(44) into the <display bin>(2) and put the <pack of bread>(27) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:16:55+0530
folbp-naive,naive one-shot,0,env2,16,completed,True,13,13,1.0,15.637,1,1,0,0,0,6151,381,6532,15.529,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <apple>(44) into the <display bin>(2) and put the <pack of bread>(27) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:16:41+0530
folbp-no-cdcl,- CDCL,0,env2,16,completed,True,13,13,1.0,15.649,1,1,0,0,0,6151,381,6532,15.582,z3,3,2,0,symbolic,2,1,0,False,0,1,1,,,,,,['Put the <apple>(44) into the <display bin>(2) and put the <pack of bread>(27) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:16:36+0530
folbp-prompt-only,- verification,0,env2,16,completed,True,13,13,1.0,16.411,1,1,0,0,0,6151,381,6532,16.392,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <apple>(44) into the <display bin>(2) and put the <pack of bread>(27) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:16:22+0530
pefa,PEFA (baseline),0,env2,16,completed,True,13,14,1.0769,272.689,70,28,0,28,14,204423,6165,210588,272.623,,,,,,,,,,,,,,,,,,['Put the <apple>(44) into the <display bin>(2) and put the <pack of bread>(27) on the <pedestal table>(6).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:21:11+0530
folbp,"FOLBP (full, ours)",0,env2,17,completed,True,15,15,1.0,14.577,1,1,0,0,0,6360,449,6809,14.509,z3,3,2,0,symbolic,2,1,0,True,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <grocery shelf>(29) and put the <paper money>(36) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:16:58+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,17,completed,True,15,15,1.0,39.855,3,1,2,0,0,19456,1655,21111,39.79,z3,3,2,0,llm,2,1,0,True,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <grocery shelf>(29) and put the <paper money>(36) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:17:40+0530
folbp-naive,naive one-shot,0,env2,17,completed,True,15,21,1.4,17.239,1,1,0,0,0,6360,618,6978,17.169,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <grocery shelf>(29) and put the <paper money>(36) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:17:53+0530
folbp-no-cdcl,- CDCL,0,env2,17,completed,True,15,15,1.0,18.929,1,1,0,0,0,6360,444,6804,18.832,z3,3,2,0,symbolic,2,1,0,False,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <grocery shelf>(29) and put the <paper money>(36) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:17:34+0530
folbp-prompt-only,- verification,0,env2,17,completed,True,15,21,1.4,15.407,1,1,0,0,0,6360,613,6973,15.381,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <chocolate bar>(35) on the <grocery shelf>(29) and put the <paper money>(36) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:17:13+0530
pefa,PEFA (baseline),0,env2,17,completed,True,15,15,1.0,251.722,75,30,0,30,15,216297,5716,222013,251.651,,,,,,,,,,,,,,,,,,['Put the <chocolate bar>(35) on the <grocery shelf>(29) and put the <paper money>(36) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:21:54+0530
folbp,"FOLBP (full, ours)",0,env2,18,completed,True,15,15,1.0,14.486,1,1,0,0,0,6405,444,6849,14.428,z3,3,2,0,symbolic,2,1,0,True,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:18:10+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,18,completed,True,15,15,1.0,41.074,3,1,2,0,0,19591,1655,21246,41.016,z3,3,2,0,llm,2,1,0,True,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:18:53+0530
folbp-naive,naive one-shot,0,env2,18,completed,True,15,15,1.0,11.37,1,1,0,0,0,6405,444,6849,11.336,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:18:40+0530
folbp-no-cdcl,- CDCL,0,env2,18,completed,True,15,15,1.0,11.118,1,1,0,0,0,6405,444,6849,11.039,z3,3,2,0,symbolic,2,1,0,False,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:18:27+0530
folbp-prompt-only,- verification,0,env2,18,completed,True,15,15,1.0,12.789,1,1,0,0,0,6405,444,6849,12.768,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:18:13+0530
pefa,PEFA (baseline),0,env2,18,completed,True,15,15,1.0,255.292,75,30,0,30,15,209566,4171,213737,255.224,,,,,,,,,,,,,,,,,,['Put the <biscuits>(45) and <biscuits>(46) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:22:58+0530
folbp,"FOLBP (full, ours)",0,env2,19,completed,True,12,12,1.0,11.634,1,1,0,0,0,6335,358,6693,11.587,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <bottle of apple juice>(16) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:19:07+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,19,completed,True,12,12,1.0,24.874,2,1,1,0,0,12734,843,13577,24.83,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <bottle of apple juice>(16) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:19:51+0530
folbp-naive,naive one-shot,0,env2,19,completed,True,12,12,1.0,12.759,1,1,0,0,0,6335,358,6693,12.7,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <bottle of apple juice>(16) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:20:17+0530
folbp-no-cdcl,- CDCL,0,env2,19,completed,True,12,12,1.0,8.358,1,1,0,0,0,6335,358,6693,8.248,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <bottle of apple juice>(16) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:20:02+0530
folbp-prompt-only,- verification,0,env2,19,completed,True,12,12,1.0,15.01,1,1,0,0,0,6335,358,6693,14.986,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <bottle of apple juice>(16) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:19:24+0530
pefa,PEFA (baseline),0,env2,19,completed,True,12,12,1.0,230.064,60,24,0,24,12,166247,4029,170276,229.994,,,,,,,,,,,,,,,,,,['Put the <bottle of apple juice>(16) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:24:11+0530
folbp,"FOLBP (full, ours)",0,env3,0,completed,False,8,0,,26.63,3,3,0,0,0,17337,719,18056,26.584,z3,5,5,0,symbolic,5,0,3,True,1,4,3,,,,,,['Put the <paper cup>(23) and <paper cup>(24) into the <trash can>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:01+0530
folbp-llm-repair,repair: LLM re-prompt,0,env3,0,completed,False,8,17,,629.99,14,3,11,0,0,81972,4449,86421,629.698,z3,14,11,0,llm,11,3,0,True,0,4,3,,,,,,['Put the <paper cup>(23) and <paper cup>(24) into the <trash can>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:18:04+0530
folbp-naive,naive one-shot,0,env3,0,completed,False,8,3,,5.934,1,1,0,0,0,5721,241,5962,5.901,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['Put the <paper cup>(23) and <paper cup>(24) into the <trash can>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:07:59+0530
folbp-no-cdcl,- CDCL,0,env3,0,completed,False,8,0,,16.259,3,3,0,0,0,17163,723,17886,16.223,z3,3,3,0,symbolic,3,0,3,False,0,4,3,,,,,,['Put the <paper cup>(23) and <paper cup>(24) into the <trash can>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:07:50+0530
folbp-prompt-only,- verification,0,env3,0,completed,False,8,3,,34.813,4,4,0,0,0,22773,712,23485,34.798,none,0,0,0,none,0,0,0,False,0,5,4,,,,,,['Put the <paper cup>(23) and <paper cup>(24) into the <trash can>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:09+0530
pefa,PEFA (baseline),0,env3,0,completed,False,8,17,,333.682,71,34,0,27,10,219583,7399,226982,333.59,,,,,,,,,,,,,,,,,,['Put the <paper cup>(23) and <paper cup>(24) into the <trash can>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:13:37+0530
folbp,"FOLBP (full, ours)",0,env3,1,completed,True,4,4,1.0,4.915,1,1,0,0,0,5500,123,5623,4.893,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <beer glass>(14) and <beer bottle>(15) on the <tray>(23).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:10+0530
folbp-llm-repair,repair: LLM re-prompt,0,env3,1,completed,True,4,4,1.0,5.372,1,1,0,0,0,5500,123,5623,5.351,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <beer glass>(14) and <beer bottle>(15) on the <tray>(23).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:18+0530
folbp-naive,naive one-shot,0,env3,1,completed,True,4,4,1.0,5.123,1,1,0,0,0,5500,123,5623,5.08,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <beer glass>(14) and <beer bottle>(15) on the <tray>(23).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:27+0530
folbp-no-cdcl,- CDCL,0,env3,1,completed,True,4,4,1.0,5.261,1,1,0,0,0,5500,123,5623,5.237,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <beer glass>(14) and <beer bottle>(15) on the <tray>(23).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:27+0530
folbp-prompt-only,- verification,0,env3,1,completed,True,4,4,1.0,5.648,1,1,0,0,0,5500,123,5623,5.641,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <beer glass>(14) and <beer bottle>(15) on the <tray>(23).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:18+0530
pefa,PEFA (baseline),0,env3,1,completed,True,4,4,1.0,57.925,20,8,0,8,4,43647,1222,44869,57.905,,,,,,,,,,,,,,,,,,['Put the <beer glass>(14) and <beer bottle>(15) on the <tray>(23).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:09:28+0530
folbp,"FOLBP (full, ours)",0,env3,2,completed,True,4,4,1.0,4.842,1,1,0,0,0,5712,123,5835,4.816,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <bottle of milk>(23) and <bread>(24) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:35+0530
folbp-llm-repair,repair: LLM re-prompt,0,env3,2,completed,True,4,4,1.0,5.335,1,1,0,0,0,5712,123,5835,5.314,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <bottle of milk>(23) and <bread>(24) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:52+0530
folbp-naive,naive one-shot,0,env3,2,completed,True,4,4,1.0,4.831,1,1,0,0,0,5712,123,5835,4.813,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <bottle of milk>(23) and <bread>(24) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:09:10+0530
folbp-no-cdcl,- CDCL,0,env3,2,completed,True,4,4,1.0,5.811,1,1,0,0,0,5712,123,5835,5.79,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <bottle of milk>(23) and <bread>(24) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:09:02+0530
folbp-prompt-only,- verification,0,env3,2,completed,True,4,4,1.0,4.83,1,1,0,0,0,5712,123,5835,4.823,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <bottle of milk>(23) and <bread>(24) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:08:43+0530
pefa,PEFA (baseline),0,env3,2,completed,True,4,4,1.0,60.056,20,8,0,8,4,45066,1281,46347,60.039,,,,,,,,,,,,,,,,,,['Put the <bottle of milk>(23) and <bread>(24) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:10:13+0530
folbp,"FOLBP (full, ours)",0,env3,3,completed,True,8,8,1.0,7.511,1,1,0,0,0,5621,235,5856,7.474,z3,3,2,0,symbolic,2,1,0,True,0,1,1,,,,,,['Put the <bottle of milk>(23) and the <bread>(24) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:09:39+0530
